SupplierNo,Supplier Name,Country,Seg.Code,Category code description,Number of Invoices,SRM Type,Created on,Last Invoice date,Currency,Year To Date Spend
3000,Supplier 3000,GB,961123,OTHER TAXES,3,APPROVED,22.09.2017,25.04.2018,GBP,"1,059.00"
3001,Supplier 3001,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",9,PREFERRED,22.09.2017,27.07.2018,GBP,463.37
3002,Supplier 3002,GB,999999,UNCLASSIFIED,4,APPROVED,22.09.2017,27.06.2018,GBP,"3,946.89"
3003,Supplier 3003,GB,601016,WASTE TRUCK TRANSPORT,136,PREFERRED,22.09.2017,27.07.2018,GBP,"1,038,916.34"
3004,Supplier 3004,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,103,APPROVED,22.09.2017,27.07.2018,GBP,"50,669.52"
3005,Supplier 3005,GB,961123,OTHER TAXES,1,APPROVED,22.09.2017,27.06.2018,GBP,125
3006,Supplier 3006,GB,401199,BUILDING CONSTRUCTION,15,APPROVED,22.09.2017,27.06.2018,GBP,"3,100.20"
3007,Supplier 3007,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,85,APPROVED,22.09.2017,27.07.2018,GBP,"55,800.43"
3008,Supplier 3008,GB,149999,CHEMICAL AND TREATMENT PRODUCTS,5,APPROVED,22.09.2017,06.06.2018,GBP,710.26
3009,Supplier 3009,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,138,APPROVED,22.09.2017,18.07.2018,GBP,"215,913.97"
3010,Supplier 3010,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.03.2018,GBP,"11,863.24"
3011,Supplier 3011,GB,961199,TAXES,3,APPROVED,22.09.2017,18.04.2018,GBP,"51,829.90"
3012,Supplier 3012,GB,701211,SECURITY SERVICES,7,APPROVED,22.09.2017,30.05.2018,GBP,"3,921.50"
3013,Supplier 3013,GB,641122,HEAVY VEHICLES SPARE PARTS,10,APPROVED,22.09.2017,27.06.2018,GBP,"1,956.31"
3014,Supplier 3014,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,49,APPROVED,22.09.2017,18.07.2018,GBP,"52,977.75"
3015,Supplier 3015,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,186,PREFERRED,22.09.2017,27.07.2018,GBP,"94,943.84"
3016,Supplier 3016,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,15,APPROVED,22.09.2017,27.07.2018,GBP,"6,465.00"
3017,Supplier 3017,GB,401216,BUILDING SITE BUNGALOW RENTAL AND PURCHASE,299,PREFERRED,22.09.2017,27.07.2018,GBP,"214,220.14"
3018,Supplier 3018,GB,362299,TOOLS,11,APPROVED,22.09.2017,27.07.2018,GBP,"1,730.50"
3019,Supplier 3019,GB,821099,CONSULTING SERVICES,8,APPROVED,22.09.2017,30.07.2018,GBP,"31,889.25"
3020,Supplier 3020,GB,301013,SKIP - MAINTENANCE AND SERVICES,79,APPROVED,22.09.2017,27.06.2018,GBP,"22,730.00"
3021,Supplier 3021,GB,701901,FACILITY MANAGEMENT,163,APPROVED,22.09.2017,27.07.2018,GBP,"81,161.00"
3022,Supplier 3022,GB,381099,ANALYSES AND LABORATORY,3,APPROVED,22.09.2017,27.07.2018,GBP,"1,384.08"
3023,Supplier 3023,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,143,APPROVED,22.09.2017,27.07.2018,GBP,"139,075.55"
3024,Supplier 3024,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,109,APPROVED,22.09.2017,27.07.2018,GBP,"60,569.01"
3025,Supplier 3025,GB,641122,HEAVY VEHICLES SPARE PARTS,27,APPROVED,22.09.2017,27.07.2018,GBP,"14,787.29"
3026,Supplier 3026,GB,701211,SECURITY SERVICES,12,APPROVED,22.09.2017,27.07.2018,GBP,"6,498.00"
3027,Supplier 3027,GB,961199,TAXES,171,APPROVED,22.09.2017,25.07.2018,GBP,"219,054.93"
3028,Supplier 3028,GB,701901,FACILITY MANAGEMENT,2,APPROVED,22.09.2017,28.02.2018,GBP,410.66
3029,Supplier 3029,GB,641122,HEAVY VEHICLES SPARE PARTS,1,APPROVED,22.09.2017,27.06.2018,GBP,656.25
3030,Supplier 3030,GB,841116,MEDICAL SERVICES,19,APPROVED,22.09.2017,25.07.2018,GBP,"15,632.02"
3031,Supplier 3031,GB,821311,BANK SERVICES,213,APPROVED,22.09.2017,27.07.2018,GBP,"82,977.37"
3032,Supplier 3032,GB,961299,ROYALTIES,5,APPROVED,22.09.2017,27.07.2018,GBP,"15,396.64"
3033,Supplier 3033,GB,641718,SPECIFIC GAS FOR ENGINEERING MACHINERY,3,APPROVED,22.09.2017,11.07.2018,GBP,766.65
3034,Supplier 3034,GB,641312,CONSTRUCTION MACHINERY ACQUISITION,17,APPROVED,22.09.2017,27.07.2018,GBP,"36,632.72"
3035,Supplier 3035,GB,641120,SPECIFIC EQUIPMENTS,3,APPROVED,22.09.2017,27.07.2018,GBP,498.9
3036,Supplier 3036,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,35,MAJOR,22.09.2017,25.07.2018,GBP,"30,771.45"
3037,Supplier 3037,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,20,APPROVED,22.09.2017,27.07.2018,GBP,"24,050.32"
3038,Supplier 3038,GB,308099,GENERAL INDUSTRIAL MAINTENANCE,6,APPROVED,22.09.2017,02.05.2018,GBP,"9,775.02"
3039,Supplier 3039,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,8,APPROVED,22.09.2017,25.04.2018,GBP,"1,107.63"
3040,Supplier 3040,GB,999999,UNCLASSIFIED,14,APPROVED,22.09.2017,13.06.2018,GBP,519
3041,Supplier 3041,GB,841213,GENERAL SKILLS TRAINING,4,APPROVED,22.09.2017,04.07.2018,GBP,"2,668.40"
3042,Supplier 3042,GB,641111,HEAVY VEHICLES CHASSIS ACQUISITION,58,MAJOR,22.09.2017,27.07.2018,GBP,"15,636.19"
3043,Supplier 3043,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,34,APPROVED,22.09.2017,27.07.2018,GBP,"18,685.90"
3044,Supplier 3044,GB,999999,UNCLASSIFIED,5,APPROVED,22.09.2017,13.06.2018,GBP,965.45
3045,Supplier 3045,GB,641120,SPECIFIC EQUIPMENTS,28,APPROVED,22.09.2017,27.07.2018,GBP,"7,508.20"
3046,Supplier 3046,GB,641120,SPECIFIC EQUIPMENTS,2,APPROVED,22.09.2017,24.01.2018,GBP,"3,177.60"
3047,Supplier 3047,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,16,APPROVED,22.09.2017,27.07.2018,GBP,"14,823.09"
3048,Supplier 3048,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,273,APPROVED,22.09.2017,27.07.2018,GBP,"211,107.15"
3049,Supplier 3049,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",45,APPROVED,22.09.2017,25.07.2018,GBP,"6,710.32"
3050,Supplier 3050,GB,801213,NETWORK TELECOM EQUIPEMENT - PURCHASE,1,APPROVED,22.09.2017,24.01.2018,GBP,22.8
3051,Supplier 3051,GB,362299,TOOLS,266,APPROVED,22.09.2017,27.07.2018,GBP,"17,013.10"
3052,Supplier 3052,GB,641122,HEAVY VEHICLES SPARE PARTS,20,APPROVED,22.09.2017,27.07.2018,GBP,"3,069.22"
3053,Supplier 3053,GB,302312,SEWAGE SUBMERSIBLE PUMPS - MAINTENANCE AND SERVICE,152,APPROVED,22.09.2017,27.07.2018,GBP,"144,138.00"
3054,Supplier 3054,GB,641015,MAINTENANCE VEHICLE LIGHTER THAN 3.5T,8,APPROVED,22.09.2017,18.07.2018,GBP,"2,113.72"
3055,Supplier 3055,GB,362299,TOOLS,5,APPROVED,22.09.2017,11.07.2018,GBP,539.9
3056,Supplier 3056,GB,641120,SPECIFIC EQUIPMENTS,14,APPROVED,22.09.2017,02.07.2018,GBP,"29,279.74"
3057,Supplier 3057,GB,821399,FINANCIAL SERVICES,5,APPROVED,22.09.2017,28.02.2018,GBP,"16,238.81"
3058,Supplier 3058,GB,641120,SPECIFIC EQUIPMENTS,7,APPROVED,22.09.2017,11.07.2018,GBP,"6,196.30"
3059,Supplier 3059,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,7,APPROVED,22.09.2017,27.07.2018,GBP,"1,466.92"
3060,Supplier 3060,GB,841213,GENERAL SKILLS TRAINING,58,APPROVED,22.09.2017,27.07.2018,GBP,"45,530.00"
3061,Supplier 3061,GB,641122,HEAVY VEHICLES SPARE PARTS,13,APPROVED,22.09.2017,27.07.2018,GBP,"2,917.00"
3062,Supplier 3062,GB,641120,SPECIFIC EQUIPMENTS,122,APPROVED,22.09.2017,27.07.2018,GBP,"201,942.33"
3063,Supplier 3063,GB,641411,LONG TERM RENTAL HANDLING CART,22,APPROVED,22.09.2017,06.06.2018,GBP,"2,919.80"
3064,Supplier 3064,GB,999999,UNCLASSIFIED,437,PREFERRED,22.09.2017,31.07.2018,GBP,"3,451,132.91"
3065,Supplier 3065,GB,941010,WATER PURCHASE EXTERNALLY,4,APPROVED,22.09.2017,20.06.2018,GBP,"1,616.74"
3066,Supplier 3066,GB,701211,SECURITY SERVICES,25,APPROVED,22.09.2017,27.07.2018,GBP,"27,119.71"
3067,Supplier 3067,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,194,PREFERRED,22.09.2017,30.07.2018,GBP,"372,598.90"
3068,Supplier 3068,GB,306012,COMPACTOR RENTING,2,APPROVED,22.09.2017,28.03.2018,GBP,307
3069,Supplier 3069,GB,641122,HEAVY VEHICLES SPARE PARTS,23,APPROVED,22.09.2017,27.07.2018,GBP,"10,283.86"
3070,Supplier 3070,GB,362299,TOOLS,11,APPROVED,22.09.2017,30.05.2018,GBP,"1,302.12"
3071,Supplier 3071,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,139,APPROVED,22.09.2017,27.07.2018,GBP,"172,704.82"
3072,Supplier 3072,GB,801199,SOFTWARE,5,APPROVED,22.09.2017,13.07.2018,GBP,"42,552.00"
3073,Supplier 3073,GB,821711,ADVERTISING SPACE PURCHASE,1,APPROVED,22.09.2017,04.04.2018,GBP,70
3074,Supplier 3074,GB,321417,HIGH VOLTAGE EQUIPEMENT MAINTENANCE,18,PREFERRED,22.09.2017,27.07.2018,GBP,"73,191.03"
3075,Supplier 3075,GB,641120,SPECIFIC EQUIPMENTS,18,APPROVED,22.09.2017,27.06.2018,GBP,"4,641.79"
3076,Supplier 3076,GB,641120,SPECIFIC EQUIPMENTS,125,APPROVED,22.09.2017,27.07.2018,GBP,"74,684.27"
3077,Supplier 3077,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,177,APPROVED,22.09.2017,27.07.2018,GBP,"192,649.77"
3078,Supplier 3078,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,2,APPROVED,22.09.2017,30.05.2018,GBP,"1,376.69"
3079,Supplier 3079,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,13,APPROVED,22.09.2017,27.06.2018,GBP,"2,105.35"
3080,Supplier 3080,GB,261210,ELECTRICITY,4,APPROVED,22.09.2017,04.07.2018,GBP,0
3081,Supplier 3081,GB,801020,LEVEL 2 SUPPORT (APPLICATION LIFECYCLE MANAGEMENT SERVICES),2,APPROVED,22.09.2017,23.05.2018,GBP,"22,000.00"
3082,Supplier 3082,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,8,APPROVED,22.09.2017,27.07.2018,GBP,"4,350.70"
3083,Supplier 3083,GB,701211,SECURITY SERVICES,14,APPROVED,22.09.2017,02.07.2018,GBP,"3,646.41"
3084,Supplier 3084,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,1,APPROVED,22.09.2017,04.04.2018,GBP,900
3085,Supplier 3085,GB,961123,OTHER TAXES,6,APPROVED,22.09.2017,11.07.2018,GBP,"18,750.00"
3086,Supplier 3086,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,10,APPROVED,22.09.2017,27.07.2018,GBP,"1,272.30"
3087,Supplier 3087,GB,641015,MAINTENANCE VEHICLE LIGHTER THAN 3.5T,169,APPROVED,22.09.2017,27.07.2018,GBP,"40,277.69"
3088,Supplier 3088,GB,401199,BUILDING CONSTRUCTION,6,APPROVED,22.09.2017,15.01.2018,GBP,"227,893.98"
3089,Supplier 3089,GB,301010,SKIP - NEW MATERIAL,20,PREFERRED,22.09.2017,06.06.2018,GBP,"85,726.00"
3090,Supplier 3090,GB,149999,CHEMICAL AND TREATMENT PRODUCTS,2,APPROVED,22.09.2017,28.03.2018,GBP,"1,883.00"
3091,Supplier 3091,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,3,APPROVED,22.09.2017,26.04.2018,GBP,496.45
3092,Supplier 3092,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,2,APPROVED,22.09.2017,27.06.2018,GBP,711.31
3093,Supplier 3093,GB,305212,WASTE GAS BURNER / FLARE MAINTENANCE,82,PREFERRED,22.09.2017,18.07.2018,GBP,"62,131.79"
3094,Supplier 3094,GB,601016,WASTE TRUCK TRANSPORT,41,APPROVED,22.09.2017,27.07.2018,GBP,"24,764.73"
3095,Supplier 3095,GB,641120,SPECIFIC EQUIPMENTS,9,APPROVED,22.09.2017,27.06.2018,GBP,"1,991.75"
3096,Supplier 3096,GB,801311,MOBILE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,10,PREFERRED,22.09.2017,27.07.2018,GBP,"15,295.88"
3097,Supplier 3097,GB,841510,RECRUITMENT AGENCIES,2,APPROVED,22.09.2017,20.06.2018,GBP,"5,074.30"
3098,Supplier 3098,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,17,APPROVED,22.09.2017,27.07.2018,GBP,"81,432.10"
3099,Supplier 3099,GB,641310,CONSTRUCTION MACHINERY SHORT TERM RENTAL,56,APPROVED,22.09.2017,27.07.2018,GBP,"58,368.18"
3100,Supplier 3100,GB,701610,COLLECTIVE CATERING,200,APPROVED,22.09.2017,27.07.2018,GBP,"19,840.55"
3101,Supplier 3101,GB,641120,SPECIFIC EQUIPMENTS,13,APPROVED,22.09.2017,25.07.2018,GBP,"18,134.84"
3102,Supplier 3102,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,77,APPROVED,22.09.2017,18.07.2018,GBP,"40,432.16"
3103,Supplier 3103,GB,999999,UNCLASSIFIED,28,APPROVED,22.09.2017,27.07.2018,GBP,"16,448.01"
3104,Supplier 3104,GB,361014,PURCHASE OF CONSUMABLES (GER),24,APPROVED,22.09.2017,18.07.2018,GBP,"7,905.57"
3105,Supplier 3105,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,3,APPROVED,22.09.2017,27.07.2018,GBP,"3,880.22"
3106,Supplier 3106,GB,641811,TYRES VEHICLES HEAVIER THAN 3.5T,20,APPROVED,22.09.2017,02.07.2018,GBP,"1,766.00"
3107,Supplier 3107,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,107,APPROVED,22.09.2017,18.07.2018,GBP,"171,375.16"
3108,Supplier 3108,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,49,APPROVED,22.09.2017,27.07.2018,GBP,"57,653.55"
3109,Supplier 3109,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,67,PREFERRED,22.09.2017,27.07.2018,GBP,"98,805.00"
3110,Supplier 3110,GB,641719,LUBRICANTS AND GREASE FOR VEHICLES LIGHT VEHICLES,303,APPROVED,22.09.2017,27.07.2018,GBP,"94,064.41"
3111,Supplier 3111,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,4,APPROVED,22.09.2017,11.04.2018,GBP,"1,015.44"
3112,Supplier 3112,GB,641120,SPECIFIC EQUIPMENTS,109,APPROVED,22.09.2017,27.07.2018,GBP,"26,248.98"
3113,Supplier 3113,GB,381099,ANALYSES AND LABORATORY,8,APPROVED,22.09.2017,30.05.2018,GBP,"1,027.66"
3114,Supplier 3114,GB,999999,UNCLASSIFIED,32,APPROVED,22.09.2017,11.07.2018,GBP,"45,627.78"
3115,Supplier 3115,GB,841399,HR BUSINESS SUPPORT SERVICES,16,APPROVED,22.09.2017,11.07.2018,GBP,"153,804.93"
3116,Supplier 3116,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",23,PREFERRED,22.09.2017,25.07.2018,GBP,"2,348.37"
3117,Supplier 3117,GB,999999,UNCLASSIFIED,4,APPROVED,22.09.2017,07.03.2018,GBP,"53,421.36"
3118,Supplier 3118,GB,641120,SPECIFIC EQUIPMENTS,40,APPROVED,22.09.2017,27.07.2018,GBP,"222,377.65"
3119,Supplier 3119,GB,961199,TAXES,23,APPROVED,22.09.2017,25.07.2018,GBP,"274,402.40"
3120,Supplier 3120,GB,641122,HEAVY VEHICLES SPARE PARTS,5,APPROVED,22.09.2017,04.04.2018,GBP,868.88
3121,Supplier 3121,GB,641120,SPECIFIC EQUIPMENTS,43,APPROVED,22.09.2017,11.07.2018,GBP,"13,195.68"
3122,Supplier 3122,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,5,APPROVED,22.09.2017,25.07.2018,GBP,"13,842.00"
3123,Supplier 3123,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,14,APPROVED,22.09.2017,27.07.2018,GBP,"269,824.76"
3124,Supplier 3124,GB,261114,INDUSTRIAL GAS: CYLINDER,8,APPROVED,22.09.2017,27.06.2018,GBP,"4,556.93"
3125,Supplier 3125,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,60,APPROVED,22.09.2017,11.07.2018,GBP,"152,156.34"
3126,Supplier 3126,GB,302012,GAS MOTOR - MAINTENANCE AND SERVICE,112,PREFERRED,22.09.2017,31.07.2018,GBP,"825,517.53"
3127,Supplier 3127,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,143,APPROVED,22.09.2017,11.07.2018,GBP,"57,006.21"
3128,Supplier 3128,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,30,APPROVED,22.09.2017,27.07.2018,GBP,"7,237.39"
3129,Supplier 3129,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,25,APPROVED,22.09.2017,25.07.2018,GBP,"55,882.18"
3130,Supplier 3130,GB,641120,SPECIFIC EQUIPMENTS,12,APPROVED,22.09.2017,30.05.2018,GBP,"94,154.46"
3131,Supplier 3131,GB,961199,TAXES,18,APPROVED,22.09.2017,20.06.2018,GBP,"12,438.35"
3132,Supplier 3132,GB,641120,SPECIFIC EQUIPMENTS,42,APPROVED,22.09.2017,27.07.2018,GBP,"13,778.71"
3133,Supplier 3133,GB,821399,FINANCIAL SERVICES,22,APPROVED,22.09.2017,11.07.2018,GBP,"20,016.10"
3134,Supplier 3134,GB,641122,HEAVY VEHICLES SPARE PARTS,22,APPROVED,22.09.2017,18.07.2018,GBP,768.5
3135,Supplier 3135,GB,149999,CHEMICAL AND TREATMENT PRODUCTS,37,APPROVED,22.09.2017,27.07.2018,GBP,"9,641.57"
3136,Supplier 3136,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,33,APPROVED,22.09.2017,11.07.2018,GBP,"13,922.00"
3137,Supplier 3137,GB,641122,HEAVY VEHICLES SPARE PARTS,361,APPROVED,22.09.2017,27.07.2018,GBP,"156,540.97"
3138,Supplier 3138,GB,362299,TOOLS,36,APPROVED,22.09.2017,27.07.2018,GBP,"6,482.32"
3139,Supplier 3139,GB,306012,COMPACTOR RENTING,14,PREFERRED,22.09.2017,30.05.2018,GBP,"5,760.39"
3140,Supplier 3140,GB,361799,MEDICAL AND PHARMACEUTICAL PRODUCTS,11,APPROVED,22.09.2017,20.06.2018,GBP,"290,296.18"
3141,Supplier 3141,GB,261210,ELECTRICITY,5,APPROVED,22.09.2017,27.07.2018,GBP,"4,290.04"
3142,Supplier 3142,GB,641122,HEAVY VEHICLES SPARE PARTS,22,APPROVED,22.09.2017,27.07.2018,GBP,"7,890.53"
3143,Supplier 3143,GB,306799,CONVEYOR,12,APPROVED,22.09.2017,27.07.2018,GBP,"10,873.00"
3144,Supplier 3144,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,23,APPROVED,22.09.2017,13.06.2018,GBP,"5,679.90"
3145,Supplier 3145,GB,961123,OTHER TAXES,7,APPROVED,22.09.2017,25.07.2018,GBP,"3,998.82"
3146,Supplier 3146,GB,261114,INDUSTRIAL GAS: CYLINDER,3,APPROVED,22.09.2017,21.03.2018,GBP,"1,466.22"
3147,Supplier 3147,GB,641122,HEAVY VEHICLES SPARE PARTS,78,APPROVED,22.09.2017,27.07.2018,GBP,"31,832.94"
3148,Supplier 3148,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,16,APPROVED,22.09.2017,27.07.2018,GBP,"10,629.14"
3149,Supplier 3149,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,"1,535",APPROVED,22.09.2017,31.07.2018,GBP,"2,131,634.00"
3150,Supplier 3150,GB,999999,UNCLASSIFIED,115,APPROVED,22.09.2017,25.07.2018,GBP,"4,023.59"
3151,Supplier 3151,GB,821099,CONSULTING SERVICES,3,APPROVED,22.09.2017,14.03.2018,GBP,"36,433.48"
3152,Supplier 3152,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,38,APPROVED,22.09.2017,27.07.2018,GBP,"30,034.00"
3153,Supplier 3153,GB,841213,GENERAL SKILLS TRAINING,19,APPROVED,22.09.2017,27.07.2018,GBP,"7,200.00"
3154,Supplier 3154,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,33,APPROVED,22.09.2017,27.07.2018,GBP,"159,565.52"
3155,Supplier 3155,GB,302312,SEWAGE SUBMERSIBLE PUMPS - MAINTENANCE AND SERVICE,71,APPROVED,22.09.2017,25.07.2018,GBP,"39,458.66"
3156,Supplier 3156,GB,701410,CLEANING SERVICES,14,APPROVED,22.09.2017,30.05.2018,GBP,"3,988.62"
3157,Supplier 3157,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,2,APPROVED,22.09.2017,18.07.2018,GBP,"1,768.64"
3158,Supplier 3158,GB,641120,SPECIFIC EQUIPMENTS,7,APPROVED,22.09.2017,18.07.2018,GBP,"9,285.10"
3159,Supplier 3159,GB,641120,SPECIFIC EQUIPMENTS,49,APPROVED,22.09.2017,18.07.2018,GBP,"47,556.00"
3160,Supplier 3160,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,42,APPROVED,22.09.2017,27.07.2018,GBP,"417,216.76"
3161,Supplier 3161,GB,362621,SANITARY HYGIENE,21,APPROVED,22.09.2017,27.07.2018,GBP,"16,583.87"
3162,Supplier 3162,GB,361013,SMALL INDUSTRIAL SUPPLIES,844,APPROVED,22.09.2017,27.07.2018,GBP,"167,150.52"
3163,Supplier 3163,GB,999999,UNCLASSIFIED,6,APPROVED,22.09.2017,18.04.2018,GBP,649.22
3164,Supplier 3164,GB,999999,UNCLASSIFIED,18,APPROVED,22.09.2017,11.07.2018,GBP,"4,382.24"
3165,Supplier 3165,GB,401284,BUILDING SITE BUNGALOW SHORT TERM RENTAL,95,APPROVED,22.09.2017,27.07.2018,GBP,"21,764.25"
3166,Supplier 3166,GB,362299,TOOLS,26,APPROVED,22.09.2017,18.07.2018,GBP,"8,165.89"
3167,Supplier 3167,GB,302312,SEWAGE SUBMERSIBLE PUMPS - MAINTENANCE AND SERVICE,4,APPROVED,22.09.2017,11.07.2018,GBP,"1,610.56"
3168,Supplier 3168,GB,641312,CONSTRUCTION MACHINERY ACQUISITION,650,PREFERRED,22.09.2017,27.07.2018,GBP,"563,189.83"
3169,Supplier 3169,GB,641122,HEAVY VEHICLES SPARE PARTS,17,APPROVED,22.09.2017,27.07.2018,GBP,"6,866.61"
3170,Supplier 3170,GB,301099,CONTAINERS,43,PREFERRED,22.09.2017,27.07.2018,GBP,"392,433.99"
3171,Supplier 3171,GB,841213,GENERAL SKILLS TRAINING,39,APPROVED,22.09.2017,27.07.2018,GBP,"37,640.00"
3172,Supplier 3172,GB,961099,INTERNAL RE-INVOICING,1,APPROVED,22.09.2017,02.01.2018,GBP,331
3173,Supplier 3173,GB,641120,SPECIFIC EQUIPMENTS,32,APPROVED,22.09.2017,27.07.2018,GBP,"3,966.31"
3174,Supplier 3174,GB,821199,LEGAL SERVICES,1,APPROVED,22.09.2017,27.06.2018,GBP,"2,218.50"
3175,Supplier 3175,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",118,PREFERRED,22.09.2017,25.07.2018,GBP,"41,062.02"
3176,Supplier 3176,GB,821099,CONSULTING SERVICES,8,APPROVED,22.09.2017,02.05.2018,GBP,"20,345.00"
3177,Supplier 3177,GB,261399,WATER,2,APPROVED,22.09.2017,21.02.2018,GBP,"5,265.62"
3178,Supplier 3178,GB,362299,TOOLS,2,APPROVED,22.09.2017,30.05.2018,GBP,220
3179,Supplier 3179,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,14.02.2018,GBP,"1,464.50"
3180,Supplier 3180,GB,381099,ANALYSES AND LABORATORY,103,PREFERRED,22.09.2017,27.07.2018,GBP,"88,665.64"
3181,Supplier 3181,GB,999999,UNCLASSIFIED,81,APPROVED,22.09.2017,27.07.2018,GBP,"10,258.21"
3182,Supplier 3182,GB,301099,CONTAINERS,9,PREFERRED,22.09.2017,27.07.2018,GBP,"4,881.50"
3183,Supplier 3183,GB,361013,SMALL INDUSTRIAL SUPPLIES,7,APPROVED,22.09.2017,30.05.2018,GBP,"3,905.02"
3184,Supplier 3184,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,4,APPROVED,22.09.2017,20.06.2018,GBP,"5,199.00"
3185,Supplier 3185,GB,302311,SEWAGE SUBMERSIBLE PUMPS - SPARE PARTS AND ACCESSORIES,10,APPROVED,22.09.2017,18.07.2018,GBP,"4,959.74"
3186,Supplier 3186,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,"7,416",APPROVED,22.09.2017,04.07.2018,GBP,"1,449,161.57"
3187,Supplier 3187,GB,641120,SPECIFIC EQUIPMENTS,78,APPROVED,22.09.2017,27.07.2018,GBP,"53,146.98"
3188,Supplier 3188,GB,641012,LONG TERM RENTAL VEHICLE LIGHTER THAN 3.5T,287,APPROVED,22.09.2017,27.07.2018,GBP,"132,455.10"
3189,Supplier 3189,GB,961123,OTHER TAXES,2,APPROVED,22.09.2017,11.07.2018,GBP,728
3190,Supplier 3190,GB,306012,COMPACTOR RENTING,27,APPROVED,22.09.2017,27.07.2018,GBP,"6,904.56"
3191,Supplier 3191,GB,601136,OTHERS WASTE TREATMENTS,149,PREFERRED,22.09.2017,25.07.2018,GBP,"1,077,127.66"
3192,Supplier 3192,GB,801217,AUDIO AND VIDEO EQUIPEMENT PURCHASE,4,APPROVED,22.09.2017,02.07.2018,GBP,"1,248.79"
3193,Supplier 3193,GB,801399,TELECOMMUNICATION,10,PREFERRED,22.09.2017,25.07.2018,GBP,"35,434.80"
3194,Supplier 3194,GB,821399,FINANCIAL SERVICES,9,MAJOR,22.09.2017,13.07.2018,GBP,"2,365.09"
3195,Supplier 3195,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,27.07.2018,GBP,"1,285.44"
3196,Supplier 3196,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,7,APPROVED,22.09.2017,28.03.2018,GBP,"4,482.00"
